Cidade,Tipo de Cliente,Gênero,Linha de Produto,Preço Unitário,Quantidade,Imposto 5%,Total,Hora,Pagamento,Custo de Bens Vendidos,Percentual de Margem Bruta,Receita Bruta,Avaliação,Mês,Dia,Turno,Estação
Yangon,Recorrente,Masculino,Casa e Estilo de Vida,81.01,3,12.1515,255.1815,12:55,Crédito,243.03,4.761904762,12.1515,9.3,1,13,tarde,Inverno
Yangon,Ocasional,Feminino,Saúde e Beleza,15.8,3,2.37,49.77,18:02,Dinheiro,47.4,4.761904762,2.37,9.5,3,25,noite,Primavera
Mandalay,Recorrente,Feminino,Acessórios Eletrônicos,34.49,5,8.6225,181.0725,19:44,Crédito,172.45,4.761904762,8.6225,9.0,3,11,noite,Primavera
Mandalay,Recorrente,Feminino,Comidas e Bebidas,84.63,10,42.315,888.615,11:36,Crédito,846.3,4.761904762,42.315,9.0,1,1,manhã,Inverno
Mandalay,Recorrente,Masculino,Casa e Estilo de Vida,36.91,7,12.9185,271.2885,13:51,Carteira Eletrônica,258.37,4.761904762,12.9185,6.7,2,10,tarde,Inverno
Mandalay,Ocasional,Masculino,Acessórios Eletrônicos,87.08,7,30.478,640.038,15:17,Dinheiro,609.56,4.761904762,30.478,5.5,1,26,tarde,Inverno
Yangon,Ocasional,Masculino,Casa e Estilo de Vida,80.08,3,12.012,252.252,15:29,Dinheiro,240.24,4.761904762,12.012,5.4,2,11,tarde,Inverno
Naypyitaw,Ocasional,Masculino,Acessórios de Moda,86.13,2,8.613,180.873,17:59,Dinheiro,172.26,4.761904762,8.613,8.2,2,7,tarde,Inverno
Mandalay,Recorrente,Masculino,Acessórios de Moda,49.92,2,4.992,104.832,11:55,Crédito,99.84,4.761904762,4.992,7.0,3,6,manhã,Primavera
Yangon,Ocasional,Feminino,Comidas e Bebidas,74.66,4,14.932,313.572,10:39,Dinheiro,298.64,4.761904762,14.932,8.5,3,4,manhã,Primavera
Mandalay,Recorrente,Masculino,Comidas e Bebidas,26.6,6,7.98,167.58,15:10,Carteira Eletrônica,159.6,4.761904762,7.98,4.9,2,26,tarde,Inverno
Mandalay,Ocasional,Feminino,Acessórios Eletrônicos,25.45,1,1.2725,26.7225,18:10,Crédito,25.45,4.761904762,1.2725,5.1,3,10,noite,Primavera
Mandalay,Ocasional,Feminino,Comidas e Bebidas,67.77,1,3.3885,71.1585,20:43,Crédito,67.77,4.761904762,3.3885,6.5,2,4,noite,Inverno
Naypyitaw,Recorrente,Masculino,Comidas e Bebidas,59.59,4,11.918,250.278,12:46,Dinheiro,238.36,4.761904762,11.918,9.8,1,19,tarde,Inverno
Yangon,Ocasional,Masculino,Saúde e Beleza,58.15,4,11.63,244.23,17:44,Dinheiro,232.6,4.761904762,11.63,8.4,1,23,tarde,Inverno
Yangon,Recorrente,Feminino,Viagens e Esportes,97.48,9,43.866,921.186,14:19,Carteira Eletrônica,877.32,4.761904762,43.866,7.4,3,14,tarde,Primavera
Naypyitaw,Ocasional,Masculino,Saúde e Beleza,99.96,7,34.986,734.706,10:33,Dinheiro,699.72,4.761904762,34.986,6.1,1,23,manhã,Inverno
Naypyitaw,Ocasional,Masculino,Acessórios Eletrônicos,96.37,7,33.7295,708.3195,11:40,Dinheiro,674.59,4.761904762,33.7295,6.0,1,9,manhã,Inverno
Mandalay,Ocasional,Feminino,Acessórios de Moda,63.71,5,15.9275,334.4775,19:30,Carteira Eletrônica,318.55,4.761904762,15.9275,8.5,2,7,noite,Inverno
Mandalay,Ocasional,Feminino,Saúde e Beleza,14.76,2,1.476,30.996,14:42,Carteira Eletrônica,29.52,4.761904762,1.476,4.3,2,18,tarde,Inverno
Mandalay,Recorrente,Masculino,Saúde e Beleza,62.0,8,24.8,520.8,19:08,Crédito,496.0,4.761904762,24.8,6.2,1,3,noite,Inverno
Naypyitaw,Recorrente,Masculino,Acessórios Eletrônicos,82.34,10,41.17,864.57,19:12,Carteira Eletrônica,823.4,4.761904762,41.17,4.3,3,29,noite,Primavera
Mandalay,Recorrente,Masculino,Saúde e Beleza,75.37,8,30.148,633.108,15:46,Crédito,602.96,4.761904762,30.148,8.4,1,28,tarde,Inverno
Yangon,Ocasional,Feminino,Comidas e Bebidas,56.56,5,14.14,296.94,19:06,Crédito,282.8,4.761904762,14.14,4.5,3,22,noite,Primavera
Mandalay,Ocasional,Feminino,Viagens e Esportes,76.6,10,38.3,804.3,18:10,Carteira Eletrônica,766.0,4.761904762,38.3,6.0,1,24,noite,Inverno
Yangon,Ocasional,Masculino,Acessórios Eletrônicos,58.03,2,5.803,121.863,20:46,Carteira Eletrônica,116.06,4.761904762,5.803,8.8,3,10,noite,Primavera
Mandalay,Ocasional,Masculino,Acessórios de Moda,17.49,10,8.745,183.645,18:35,Carteira Eletrônica,174.9,4.761904762,8.745,6.6,2,22,noite,Inverno
Naypyitaw,Recorrente,Feminino,Acessórios Eletrônicos,60.95,1,3.0475,63.9975,11:40,Carteira Eletrônica,60.95,4.761904762,3.0475,5.9,2,18,manhã,Inverno
Naypyitaw,Ocasional,Masculino,Saúde e Beleza,40.35,1,2.0175,42.3675,13:46,Carteira Eletrônica,40.35,4.761904762,2.0175,6.2,1,29,tarde,Inverno
Mandalay,Ocasional,Feminino,Casa e Estilo de Vida,97.38,10,48.69,1022.49,17:16,Carteira Eletrônica,973.8,4.761904762,48.69,4.4,3,2,tarde,Primavera
Yangon,Recorrente,Masculino,Comidas e Bebidas,31.84,1,1.592,33.432,13:22,Dinheiro,31.84,4.761904762,1.592,7.7,2,9,tarde,Inverno
Yangon,Ocasional,Masculino,Casa e Estilo de Vida,65.82,1,3.291,69.111,15:33,Dinheiro,65.82,4.761904762,3.291,4.1,2,22,tarde,Inverno
Yangon,Recorrente,Feminino,Acessórios de Moda,88.34,7,30.919,649.299,13:28,Dinheiro,618.38,4.761904762,30.919,6.6,2,18,tarde,Inverno
